V1,V2
119,0
117,0
116,0
110,0
111,0
108,3
107,0
105,0
106,0
104,0
109,0
102,0
103,3
101,0
112,4
115,0
85,0
81,0
80,0
61,0
63,0
62,0
70,0
71,0
67,0
69,0
73,0
75,1
74,1
65,0
68,1
66,1
72,1
64,2
76,1
55,1
82,1
86,1
87,0
84,1
83,0
90,5
88,2
89,2
79,0
8,7
63,1
68,1
56,1
54,1
57,0
55,0
58,2
69,3
62,0
64,0
65,1
53,1
61,0
67,0
59,0
60,0
52,0
66,1
51,0
50,0
49,0
79,4
73,1
72,1
39,0
41,0
42,7
44,0
43,0
40,1
35,0
34,0
36,0
37,1
32,0
31,0
28,0
33,1
30,2
29,0
38,1
99,3
98,0
100,1
155,1
153,0
151,0
154,1
152,2
157,0
159,0
160,0
158,0
156,1
146,0
145,0
148,0
147,0
144,0
161,0
149,0
150,0
162,1
143,1
142,0
163,0
139,0
37,0
39,0
38,0
40,0
48,0
67,0
51,0
66,0
63,0
64,0
65,0
58,0
59,0
57,0
55,1
56,1
60,1
61,1
62,0
50,0
49,0
53,0
52,0
54,0
47,3
46,0
43,0
42,0
45,0
44,0
41,1
72,0
71,0
68,0
69,0
70,1
13,2
33,1
30,0
29,0
32,2
31,0
18,0
20,0
22,0
21,0
83,0
85,0
86,0
84,0
201,0
209,1
206,0
205,0
207,0
210,0
214,1
204,1
203,1
212,0
216,0
215,0
202,0
226,0
208,0
213,0
219,0
217,1
218,1
220,0
225,1
224,0
222,0
223,0
211,1
221,1
228,1
227,0
189,0
197,2
190,1
193,0
192,0
191,0
108,0
107,3
103,0
109,0
106,0
104,0
105,0
121,3
122,1
119,0
120,0
123,0
48,9
64,9
53,0
54,0
56,1
59,0
60,0
58,1
55,0
173,0
172,0
175,0
171,0
170,0
141,3
140,0
139,0
137,0
135,0
138,0
136,1
134,1
142,0
153,0
152,1
150,0
144,0
151,4
143,1
133,0
154,0
149,0
146,0
147,0
145,0
148,0
161,0
155,0
131,0
132,1
157,0
158,0
156,0
160,0
159,0
183,0
185,0
184,1
32,5
41,1
39,1
40,0
38,0
37,0
36,2
22,0
21,0
19,0
23,0
20,0
29,0
35,0
34,0
28,0
27,1
26,1
25,0
31,0
33,0
30,0
32,0
18,0
24,0
42,0
43,1
51,1
50,0
47,0
46,0
49,0
78,0
92,5
76,2
86,0
87,0
88,2
79,0
77,0
80,0
67,1
70,0
69,0
68,1
81,0
84,0
82,0
83,1
36,4
29,3
28,0
32,0
31,0
33,1
27,0
24,0
23,0
25,2
30,3
18,2
98,0
80,0
93,0
94,0
79,0
95,0
83,0
85,0
86,0
84,0
89,0
88,1
87,1
92,0
91,0
90,0
82,0
96,0
97,0
81,1
78,0
77,0
74,2
73,1
72,0
63,0
62,0
60,0
59,1
64,2
66,0
58,0
61,0
65,0
103,2
105,1
99,0
103,0
101,0
106,0
105,0
104,1
97,1
92,0
79,4
77,0
33,4
34,0
49,0
43,0
60,0
59,0
58,0
37,0
65,0
66,0
67,1
39,0
47,0
48,0
46,0
51,0
50,0
42,1
61,1
38,1
52,0
45,0
44,0
62,1
63,0
35,0
57,0
64,0
40,0
41,0
36,4
55,1
54,0
53,0
56,0
93,1
10,1
9,1
12,0
14,0
11,0
13,1
15,0
16,0
18,0
17,0
19,1
159,1
158,0
155,0
156,0
157,0
146,1
23,3
27,0
38,0
43,0
37,0
40,0
44,2
45,0
48,0
47,0
49,0
29,0
34,1
46,1
30,0
41,0
33,0
39,0
35,1
32,0
42,0
36,0
28,0
31,0
109,0
110,2
108,0
107,0
106,0
90,1
89,0
75,0
81,0
77,0
80,0
79,0
78,3
74,0
76,0
72,0
71,0
67,0
73,4
68,0
60,0
58,0
41,0
45,0
52,0
62,0
48,0
59,0
44,0
57,0
61,0
49,1
51,0
50,0
43,0
47,1
46,0
54,0
42,0
55,1
56,1
53,0
64,0
63,0
66,0
65,0
69,0
40,1
70,2
21,0
34,0
36,1
27,1
26,2
28,0
20,0
35,0
17,0
23,0
25,0
37,0
33,0
18,0
19,0
30,2
22,0
31,0
32,0
29,0
24,0
125,4
119,1
118,0
117,0
120,0
112,0
93,0
95,0
92,0
94,0
98,0
102,2
100,0
101,0
104,0
103,0
108,1
110,0
111,0
107,0
106,0
105,0
99,2
109,1
114,2
97,0
121,1
115,0
116,0
113,0
24,0
23,0
27,0
26,0
25,0
62,0
60,0
63,0
61,1
78,1
72,0
73,0
81,0
70,1
64,0
65,1
68,0
69,2
67,1
66,2
79,1
51,0
52,0
50,1
53,1
57,0
49,0
55,0
56,0
54,1
83,0
80,1
89,0
97,0
96,2
95,1
94,0
93,0
99,2
91,1
90,0
88,0
92,0
98,0
36,0
41,1
39,2
42,1
38,0
40,0
37,0
30,0
32,1
33,0
34,0
35,0
29,0
31,2
65,1
63,0
66,2
62,0
64,0
87,1
86,0
90,1
89,0
88,0
84,0
83,0
85,0
93,0
81,0
82,0
94,1
99,3
74,1
75,3
73,0
72,0
71,0
76,1
77,4
37,5
79,1
68,1
76,2
72,0
69,0
70,1
71,0
67,0
77,0
57,1
59,1
84,2
74,0
73,0
75,0
87,0
88,0
65,1
49,0
48,0
46,0
45,0
47,0
54,0
55,0
42,1
44,1
60,0
66,0
68,1
64,0
72,1
76,0
74,4
73,0
77,0
75,1
67,1
70,1
53,0
52,1
42,1
41,0
40,0
39,0
43,1
35,0
30,1
33,1
31,0
32,0
128,1
130,0
99,0
111,1
106,0
110,0
108,0
105,0
107,0
109,3
104,0
112,0
93,1
88,0
94,0
90,0
95,0
89,2
96,1
97,2
92,0
91,0
98,0
87,3
85,0
86,0
103,1
100,0
102,0
129,1
127,0
124,1
118,0
113,0
115,1
114,0
116,0
117,1
126,0
123,4
122,0
119,0
120,0
121,2
125,0
161,1
155,1
158,0
159,3
80,0
78,0
79,0
77,1
81,1
75,1
74,0
36,0
40,0
42,0
43,0
41,0
45,1
44,0
46,0
47,0
35,0
49,0
37,0
33,0
48,0
32,0
39,0
34,0
38,0
52,0
51,0
54,1
23,0
26,0
25,0
24,0
27,0
107,1
108,2
105,0
102,0
104,0
103,0
106,0
99,0
100,0
98,0
101,0
113,0
109,0
111,0
112,0
110,1
115,3
114,0
95,2
97,2
72,0
73,0
76,0
71,0
67,5
39,0
40,0
38,0
36,0
37,2
17,2
59,0
80,0
77,4
79,0
78,0
73,0
74,0
70,0
52,3
60,1
82,2
65,0
62,1
68,2
64,0
66,0
63,0
67,2
58,0
72,0
75,3
76,0
84,0
69,0
83,0
81,0
101,1
106,2
103,2
28,1
58,0
57,0
56,0
55,1
51,0
47,0
48,0
52,0
60,0
59,0
49,0
53,0
61,0
62,0
46,0
54,1
50,1
64,3
29,0
31,1
32,2
30,0
87,1
43,0
89,0
27,2
45,1
25,0
44,0
63,0
66,1
71,0
67,0
68,0
69,0
70,0
78,0
74,0
72,0
73,0
80,2
79,0
81,0
75,3
76,1
77,0
82,0
65,0
83,0
97,0
96,0
98,0
95,0
107,4
100,2
104,1
94,0
99,0
102,1
101,2
22,0
21,0
18,0
20,0
19,0
41,0
36,0
39,0
40,0
38,0
37,0
35,0
34,0
23,0
26,0
81,1
92,1
91,0
90,0
89,0
88,0
87,0
86,0
85,0
84,0
83,0
13,1
14,0
15,0
12,2
37,2
18,0
21,0
20,0
19,1
59,0
57,1
56,0
55,0
53,0
54,0
52,0
47,0
58,0
49,0
51,0
48,0
50,1
46,0
60,0
45,1
42,1
63,0
44,0
62,0
61,0
65,0
43,1
64,1
26,0
29,0
27,0
28,1
40,1
41,1
16,0
11,0
109,2
97,0
98,1
95,0
96,0
100,0
101,0
76,0
75,0
77,0
74,1
20,0
24,0
23,1
25,1
26,1
22,0
41,0
40,0
32,0
34,2
37,0
36,2
38,0
39,0
33,1
31,0
35,0
42,0
21,0
43,2
28,0
30,0
29,0
27,0
82,0
83,0
58,0
57,0
54,1
53,0
52,0
55,0
50,0
49,0
51,1
56,1
16,2
46,0
45,1
20,1
19,0
24,0
25,3
21,0
22,1
26,1
23,0
17,0
18,0
32,1
31,0
28,0
29,2
34,0
33,0
30,1
36,0
35,0
39,0
37,0
27,0
40,0
38,0
42,0
41,0
43,0
44,0
45,0
46,0
47,1
50,0
48,0
49,0
51,1
63,1
64,2
61,0
62,0
66,0
90,0
88,0
94,0
93,0
89,1
92,1
91,0
97,6
111,6
7,0
8,0
9,2
5,0
6,1
4,0
27,0
26,0
25,0
29,0
28,0
30,1
24,0
48,2
46,1
41,1
47,0
45,0
44,0
64,0
85,0
86,0
83,1
81,0
82,0
84,1
79,0
80,0
87,0
88,0
94,1
77,1
76,0
62,0
60,0
61,1
59,0
93,1
75,2
92,0
103,2
102,0
104,0
100,0
101,3
99,0
69,0
67,0
68,0
65,0
66,0
72,0
71,0
74,0
70,0
73,1
23,3
21,0
22,0
31,0
30,0
28,0
29,2
25,2
32,0
26,0
27,0
24,0
51,3
50,0
86,1
87,0
89,0
88,0
61,0
62,1
64,1
68,0
67,0
63,0
65,0
66,1
73,0
69,0
70,0
71,1
81,0
78,1
79,0
84,0
80,0
82,0
77,0
83,0
76,0
75,3
74,1
72,1
95,7
93,0
91,1
92,0
78,0
79,0
80,0
63,0
64,0
67,0
21,1
77,0
69,0
75,3
73,0
74,0
72,0
71,0
70,0
66,0
82,0
86,2
85,0
84,1
83,0
76,0
33,0
25,0
38,1
39,0
42,0
41,0
26,0
40,0
37,0
32,0
49,0
45,0
43,0
47,0
48,0
46,0
44,1
36,0
35,0
24,0
58,1
31,1
28,1
30,2
27,0
29,0
51,0
57,0
52,0
53,0
50,0
56,0
54,0
55,1
34,2
68,0
62,2
65,1
21,1
19,0
40,1
41,0
33,0
34,0
50,2
47,2
45,0
44,0
52,1
55,0
51,0
54,0
53,0
42,0
43,0
49,0
48,0
46,0
36,0
37,1
39,3
60,1
61,2
84,0
87,0
88,0
81,0
83,0
85,0
82,0
86,0
69,0
75,0
76,0
74,0
77,1
78,0
71,0
70,0
79,0
68,1
66,1
80,1
89,0
72,0
73,0
65,0
67,0
63,0
14,0
15,0
12,0
16,0
13,0
18,2
17,0
23,0
24,0
26,1
27,1
29,0
31,0
30,0
28,0
25,0
130,0
110,0
118,0
112,1
111,3
116,0
117,0
109,0
114,0
113,0
120,0
119,0
115,0
108,3
128,0
106,0
122,0
125,0
107,0
105,0
127,0
121,1
126,1
103,0
104,0
129,1
137,0
140,0
139,0
138,0
89,0
90,0
91,0
93,0
95,1
59,1
61,0
62,1
77,0
71,0
72,1
73,0
74,0
76,1
81,0
82,0
79,0
80,1
87,0
86,1
85,0
84,0
88,0
83,0
78,0
75,1
70,0
60,0
66,1
64,0
65,1
69,0
67,0
68,0
63,0
94,0
57,0
56,0
54,0
55,0
58,0
51,0
49,2
92,0
105,0
106,0
107,1
100,0
101,0
97,0
98,0
99,0
102,1
108,0
111,0
103,0
104,0
109,0
110,0
68,5
51,5
34,0
35,0
36,1
33,0
38,0
39,0
37,0
40,0
41,1
42,0
19,1
18,0
27,0
26,0
29,0
28,0
25,1
24,0
31,1
23,1
30,0
21,0
22,0
181,0
180,1
177,0
179,0
178,0
187,0
185,1
184,0
183,0
186,0
182,0
168,1
167,0
169,0
54,0
51,0
52,0
55,0
41,1
53,1
49,0
40,0
47,0
56,0
38,0
43,0
48,1
46,1
39,0
44,0
50,0
42,0
45,1
32,0
33,0
34,0
57,1
36,0
35,0
31,0
61,4
25,3
147,1
148,0
128,3
102,2
107,2
106,1
137,0
136,0
138,1
144,1
142,0
143,0
139,0
145,0
140,0
141,0
111,0
112,0
109,0
110,0
117,1
108,0
113,0
115,0
116,0
114,0
123,0
122,0
121,1
120,0
118,0
119,1
126,0
12,1
13,0
14,1
22,1
21,0
23,1
18,1
16,1
19,0
20,0
17,0
24,0
15,0
25,3
7,1
11,0
10,0
8,0
9,1
48,0
47,1
46,0
49,0
45,0
35,0
34,0
38,1
39,1
37,0
32,0
44,0
40,1
41,1
36,0
42,0
43,0
31,0
33,0
78,3
97,1
93,0
92,0
91,0
94,0
95,0
104,0
112,1
114,0
111,0
113,1
110,0
109,0
107,0
101,0
106,0
105,0
100,0
102,2
108,2
115,1
117,1
116,0
103,0
40,0
39,0
38,1
41,1
37,2
42,0
32,0
34,0
36,0
35,1
51,2
12,2
50,0
44,0
43,0
46,0
45,0
47,0
49,0
48,0
53,1
31,1
14,0
18,0
19,1
17,1
16,0
21,0
20,0
15,0
27,1
23,0
30,0
25,0
24,0
29,0
22,0
26,0
28,0
56,0
57,3
52,0
72,0
74,2
73,0
76,0
75,0
64,0
65,0
81,2
70,0
71,0
62,3
48,2
55,0
87,0
77,1
75,0
70,0
72,0
71,0
74,0
76,0
69,0
73,1
92,0
67,2
89,1
86,1
54,1
80,1
91,0
81,0
82,0
59,1
94,1
64,0
85,0
53,0
63,0
65,0
60,0
66,0
83,0
68,0
62,0
58,0
57,0
78,0
88,0
56,0
93,0
61,2
90,3
79,0
84,0
19,0
18,0
27,0
20,0
23,0
24,0
22,0
26,0
25,0
21,0
15,0
9,1
10,0
43,0
18,0
19,1
17,0
28,0
26,0
25,0
22,1
23,0
21,0
24,0
29,0
30,2
27,0
31,1
48,0
56,1
44,1
42,0
46,2
45,0
34,0
35,1
41,2
37,0
39,0
40,0
38,0
36,0
32,0
33,0
20,2
47,0
49,0
84,1
82,1
30,0
29,1
20,0
19,0
21,0
24,1
22,1
25,0
27,0
23,0
26,0
28,0
34,0
31,0
36,0
32,1
35,1
33,0
37,0
91,2
123,0
119,1
118,0
124,0
126,0
117,0
121,0
125,0
120,0
122,0
139,1
138,0
135,0
137,0
136,0
140,0
142,0
141,0
133,0
134,0
127,1
143,0
132,0
106,0
103,0
107,0
104,0
109,0
105,0
108,1
110,1
54,12
84,0
85,0
87,0
86,0
97,0
98,0
96,3
37,1
40,0
41,1
49,1
17,1
38,1
36,0
39,0
29,0
32,0
31,0
22,0
24,0
23,0
26,0
25,0
27,0
28,0
30,0
20,0
21,0
33,0
34,0
35,0
19,0
46,1
45,4
42,0
43,0
44,0
58,0
55,0
56,0
147,4
35,0
36,0
71,0
70,0
72,0
68,0
69,1
67,0
66,0
65,0
94,0
80,0
92,3
91,1
89,1
87,0
83,0
86,0
88,0
82,0
85,0
84,2
90,0
93,0
81,0
95,1
64,0
73,0
74,0
63,0
77,0
46,0
76,0
47,0
75,0
52,0
62,0
59,1
60,0
61,0
58,0
55,0
56,0
54,1
50,1
57,1
49,0
51,0
53,0
48,0
63,0
59,0
58,1
62,2
61,0
64,0
60,2
36,0
43,0
49,3
48,0
46,0
44,0
45,0
47,0
37,0
42,1
40,0
41,0
39,0
35,0
38,0
54,3
52,1
55,0
57,0
56,0
53,0
51,0
50,1
66,0
74,0
72,0
76,0
75,0
73,1
69,0
68,0
71,0
70,1
67,0
31,0
32,0
78,0
77,0
33,0
34,0
113,1
109,1
110,2
111,0
112,0
17,0
16,0
15,0
10,1
40,0
45,1
49,1
48,0
41,1
57,2
58,0
55,1
62,0
61,0
63,0
64,0
53,0
52,0
60,0
54,2
47,0
65,0
46,0
56,0
59,0
51,2
50,0
44,0
43,2
42,0
66,0
68,4
33,0
32,1
37,0
91,6
43,0
47,0
48,0
44,1
49,1
45,0
31,0
33,0
34,0
32,0
40,0
36,0
35,0
39,0
37,0
38,1
42,1
29,1
28,0
30,0
41,0
46,0
21,1
22,1
16,0
19,0
18,0
15,0
17,1
20,1
14,0
13,0
24,0
12,0
52,2
23,1
56,3
98,0
97,0
99,0
88,1
87,1
85,0
89,0
86,0
84,0
90,2
75,0
74,0
94,0
95,0
106,1
105,1
104,1
100,0
99,0
103,0
102,0
98,0
