V1,V2
69,0
70,0
154,0
159,0
157,0
158,1
156,0
155,0
153,0
152,0
167,0
166,0
168,2
165,1
164,0
163,0
147,2
160,0
162,1
161,2
149,0
151,1
150,1
148,0
42,3
22,1
26,1
28,0
27,0
32,0
35,0
34,0
39,0
38,0
37,0
36,0
40,1
33,0
89,0
87,0
86,0
88,1
93,0
51,0
50,0
61,0
63,0
58,0
60,0
62,0
57,0
56,0
64,0
59,2
55,1
54,0
53,0
52,0
65,2
67,0
68,0
66,0
69,0
91,0
75,2
83,1
84,0
81,0
82,0
94,1
80,1
79,0
105,0
107,0
109,0
108,0
101,0
102,0
103,0
100,1
77,0
85,0
95,0
96,0
74,0
78,0
73,5
76,0
51,0
52,1
63,0
68,0
69,0
70,0
65,0
67,2
66,0
64,1
71,0
56,2
54,0
53,0
55,1
57,1
58,0
77,0
75,2
60,3
59,0
76,0
73,0
72,0
50,2
31,0
74,0
82,0
81,1
79,1
80,0
78,0
61,0
91,0
42,0
46,0
48,0
47,1
83,0
44,0
45,2
43,0
84,0
90,0
32,0
49,0
38,0
39,0
62,1
12,2
36,0
34,0
82,15
37,1
26,2
24,0
23,0
22,2
21,0
29,0
30,0
28,1
25,1
27,0
19,0
20,0
35,0
165,0
163,0
166,2
164,1
167,0
66,5
14,0
16,0
15,1
21,0
22,1
25,0
26,1
27,0
23,1
24,1
34,1
30,0
33,0
31,0
110,3
115,1
116,2
108,0
109,0
126,0
125,0
124,0
123,0
119,0
120,1
118,1
122,1
117,0
121,0
112,0
111,0
113,0
114,4
127,1
106,0
130,0
128,0
129,0
289,1
288,0
278,0
276,0
280,2
281,0
279,0
277,1
273,1
248,0
262,0
272,0
271,0
254,0
260,0
261,2
249,0
263,0
264,0
267,1
265,0
266,0
268,0
269,0
270,0
250,0
259,0
253,0
251,0
252,0
258,0
257,0
255,0
256,0
247,0
274,0
275,0
243,2
233,3
224,2
221,0
222,0
215,1
212,0
217,1
216,2
218,0
214,0
213,0
219,0
211,0
155,1
156,0
154,0
152,0
153,0
51,0
62,1
60,1
54,1
66,1
61,0
65,0
64,0
58,0
63,0
53,0
56,0
55,0
57,0
67,0
50,0
59,2
52,0
108,0
95,0
94,0
100,0
109,0
98,0
89,2
96,0
104,0
79,1
81,2
75,0
80,0
78,0
77,0
76,0
82,1
73,1
86,3
85,0
83,0
84,0
74,0
92,1
90,1
91,0
93,0
106,0
119,0
102,0
99,0
105,0
103,0
101,1
88,1
107,0
111,0
118,0
116,1
110,0
114,0
112,0
115,1
117,1
113,1
87,1
97,2
134,1
128,0
127,0
130,0
129,0
131,1
140,0
125,0
126,0
133,2
135,1
121,0
132,0
136,0
123,0
124,0
122,1
139,0
138,0
137,1
141,0
120,1
71,0
72,1
73,0
74,0
70,0
71,0
72,2
67,0
59,0
60,0
58,0
69,1
62,1
61,0
63,0
66,0
64,0
68,0
65,0
84,0
55,2
83,1
93,6
90,0
91,0
92,2
89,0
96,3
46,0
49,0
48,0
50,0
47,1
79,0
78,0
80,0
100,0
99,0
19,0
20,0
21,0
22,0
17,2
23,0
16,0
18,0
24,0
15,0
50,4
51,0
49,1
30,1
24,0
23,0
21,2
20,1
22,1
14,0
19,0
18,0
15,0
16,0
17,0
13,0
43,1
27,0
25,0
28,0
40,0
47,1
48,0
41,0
37,0
42,1
29,0
44,2
54,0
26,0
12,2
52,0
36,1
55,1
45,0
53,1
38,0
39,0
31,0
33,0
35,0
34,0
32,0
46,0
106,0
104,0
105,3
103,0
102,0
101,0
100,0
64,1
80,0
81,0
78,0
79,0
77,1
58,2
32,1
50,0
49,0
48,0
51,1
35,0
53,0
26,0
27,0
47,0
54,1
30,0
29,0
36,1
52,2
24,1
28,1
40,1
38,0
37,0
41,0
42,4
46,2
45,0
43,0
44,0
39,0
25,0
34,0
33,0
31,1
55,0
56,2
63,0
75,0
66,1
68,0
61,0
57,0
72,1
71,1
73,0
70,0
74,1
60,0
69,0
65,0
59,0
83,0
82,0
76,0
62,0
98,3
40,0
39,0
69,0
61,0
65,0
66,0
62,0
60,0
64,0
63,0
67,0
58,1
48,1
38,0
68,0
49,0
50,1
52,0
53,0
55,0
56,0
54,1
37,0
75,0
74,1
73,0
72,0
82,1
81,1
71,0
70,0
76,1
79,2
80,0
77,1
78,0
41,0
47,0
45,0
44,0
43,0
46,0
42,0
84,0
83,1
59,1
57,0
40,0
44,2
41,0
42,0
43,1
39,1
64,0
74,1
73,0
70,1
68,0
67,0
69,2
71,1
72,1
78,0
66,1
76,0
75,0
65,0
52,0
53,0
54,0
74,4
70,0
67,0
66,0
68,0
69,0
53,0
64,0
63,0
59,0
61,0
62,0
60,0
54,0
56,0
58,0
57,0
55,0
52,0
29,1
30,1
21,0
22,0
23,0
25,1
26,1
18,0
16,0
17,1
20,3
28,2
24,0
27,2
19,1
87,9
89,0
87,0
88,0
86,0
90,0
84,1
85,1
83,0
82,0
81,0
101,0
94,1
97,4
96,1
99,0
100,3
98,3
95,0
76,0
74,0
73,0
78,0
77,0
79,0
91,0
80,1
37,0
36,0
35,0
60,2
58,1
56,0
49,0
50,0
45,0
48,0
52,0
53,0
51,1
54,1
46,0
47,1
57,0
44,0
55,0
59,2
43,0
42,0
41,1
71,0
28,1
12,0
25,0
18,2
17,0
15,0
19,0
16,0
13,0
24,1
14,1
21,0
23,0
22,1
20,2
69,0
70,0
144,1
145,1
140,0
142,0
141,2
132,0
133,0
134,2
130,0
131,1
135,1
143,1
138,0
137,0
139,0
79,0
78,0
77,0
76,0
100,0
102,0
101,0
99,0
98,0
97,1
113,0
111,2
112,0
103,0
115,0
116,0
104,0
117,1
110,0
109,0
108,0
107,0
105,2
106,0
114,1
73,0
50,1
53,0
52,0
51,0
40,0
49,1
41,0
45,0
43,2
46,0
44,0
42,0
48,0
47,0
72,1
64,4
81,1
75,0
73,0
74,1
64,0
72,0
68,2
65,0
71,1
70,0
69,1
60,1
61,0
63,0
66,0
62,0
67,0
56,2
54,0
55,0
53,1
58,0
57,0
76,0
78,3
33,0
34,1
40,1
37,0
43,0
41,0
42,2
35,0
38,0
36,0
39,0
35,8
59,1
85,1
94,0
93,0
95,0
96,0
72,0
86,0
71,0
70,0
88,0
80,1
83,1
82,0
84,0
87,0
97,6
73,0
89,0
90,0
91,2
92,0
76,0
75,0
79,0
74,0
78,1
77,0
81,1
142,0
144,0
143,1
31,0
30,0
34,0
32,0
33,2
26,0
24,0
20,0
21,0
18,0
16,0
23,0
14,0
19,0
15,0
25,0
17,0
22,1
29,1
42,0
63,1
49,1
97,0
94,0
96,0
95,0
98,0
64,0
65,0
66,0
69,0
44,0
58,2
93,0
67,0
43,0
70,0
75,0
68,0
73,0
72,0
74,1
108,0
112,0
107,0
105,0
106,0
71,0
81,1
77,0
91,0
86,0
87,0
89,0
88,0
90,0
83,0
82,0
84,0
85,0
92,0
80,0
76,0
78,0
79,0
40,0
39,0
68,0
93,0
95,0
82,0
81,0
78,0
79,0
80,0
116,0
103,0
106,0
108,1
109,1
104,0
105,0
107,2
110,0
115,0
114,0
102,0
111,0
112,0
113,0
41,0
75,0
94,0
47,1
53,0
46,0
51,0
48,1
49,0
50,0
52,2
73,0
83,1
84,0
76,0
91,0
74,0
42,0
44,2
45,1
43,1
66,1
63,0
65,0
67,0
64,1
61,0
54,0
57,0
55,0
56,1
58,0
59,0
60,0
85,1
38,1
37,0
86,0
89,0
72,0
71,0
90,0
69,0
77,0
88,0
87,1
92,1
70,1
18,0
23,0
22,0
25,0
21,0
24,0
20,1
27,0
26,0
19,0
114,1
112,0
115,0
116,1
113,1
117,0
111,1
110,1
103,0
102,0
99,0
98,2
101,0
100,0
105,0
104,0
97,0
106,0
96,0
62,0
64,1
63,1
42,0
43,0
54,0
44,0
58,1
56,1
61,1
73,2
74,4
60,0
45,0
72,2
65,1
46,0
59,0
70,1
68,0
66,0
69,0
67,0
71,2
57,1
55,0
90,0
79,0
88,0
85,0
83,0
82,0
84,0
81,0
78,0
87,0
89,1
80,1
86,1
77,1
76,0
75,1
52,1
51,0
53,3
41,4
40,0
48,1
47,0
20,4
110,0
111,0
112,1
107,2
95,0
97,0
84,0
92,0
90,1
87,1
89,1
85,0
88,0
86,1
91,2
93,0
94,1
96,0
83,0
98,1
99,0
65,0
63,0
64,1
68,0
82,0
78,3
81,1
69,0
75,0
80,0
70,1
73,1
71,1
72,0
74,1
76,0
77,0
79,1
57,0
58,0
59,2
60,2
67,2
66,0
101,0
22,0
23,0
24,0
123,0
122,0
126,0
135,3
137,1
140,2
139,0
132,3
142,1
141,0
130,0
134,0
136,0
138,0
133,0
131,0
129,0
127,0
125,0
111,1
109,1
102,2
108,0
104,0
107,0
105,1
106,0
103,0
100,0
101,0
81,2
80,0
84,0
82,0
99,0
97,1
93,1
86,1
85,0
92,0
83,0
96,0
95,0
94,6
98,0
91,0
90,0
89,1
87,0
88,1
110,0
59,3
75,1
151,0
152,0
150,1
113,0
115,0
112,0
114,1
81,0
78,0
80,0
72,1
69,0
68,0
67,0
70,0
66,0
71,0
74,1
77,1
75,1
73,0
76,0
82,0
83,0
79,1
108,5
92,1
87,0
86,0
90,2
96,1
99,1
98,0
97,0
59,1
42,0
46,0
53,0
47,0
49,0
50,0
51,0
48,0
54,0
55,0
56,0
52,0
58,0
57,1
62,1
43,0
67,1
66,0
39,1
40,0
60,0
64,0
45,0
41,1
61,0
63,0
27,5
28,0
33,2
74,0
73,0
65,0
60,1
61,0
52,0
70,0
71,2
69,1
49,1
53,2
48,0
66,1
68,0
67,1
62,0
64,0
63,0
51,0
50,0
54,2
59,0
58,0
56,0
57,0
55,0
47,0
72,0
85,0
88,0
86,0
87,0
84,1
83,0
81,0
80,0
19,0
21,0
20,0
11,0
18,0
17,0
13,0
14,0
16,0
12,0
15,2
22,1
72,0
69,0
74,0
75,2
70,2
73,0
71,0
68,0
56,0
58,0
57,0
59,0
67,0
79,0
78,0
84,0
81,0
83,0
82,0
85,0
65,0
63,1
62,1
66,1
64,0
55,0
76,0
80,1
77,0
61,0
60,0
47,1
45,0
44,2
46,1
43,1
42,1
41,0
48,2
9,0
14,3
13,1
12,0
11,0
15,0
21,1
20,1
22,0
23,0
17,0
16,0
18,0
19,1
24,0
29,1
25,0
27,0
26,1
28,0
32,0
33,0
35,0
36,0
38,0
37,0
34,1
39,0
40,0
51,0
52,0
10,0
49,2
8,2
30,0
31,0
50,0
88,4
73,0
79,1
90,1
89,0
87,1
88,1
68,0
66,1
65,1
64,0
58,0
63,0
62,1
59,0
60,0
61,1
57,1
98,2
95,1
93,0
94,0
96,0
97,0
100,0
99,0
92,0
28,3
80,0
74,0
78,0
76,0
83,1
75,1
77,0
72,0
47,2
40,0
42,0
41,0
32,0
39,0
37,0
38,2
36,1
31,0
44,1
45,1
35,1
33,0
34,0
43,0
46,0
81,0
23,2
84,1
82,0
70,1
71,0
69,0
50,0
51,2
86,0
67,3
85,1
115,1
113,0
114,0
10,0
9,1
6,0
7,2
8,0
11,0
13,2
12,2
56,2
58,0
61,1
59,0
60,0
74,0
73,1
75,0
78,0
76,2
77,0
85,0
83,0
81,0
84,0
82,1
87,0
88,0
86,0
60,1
89,0
90,0
63,0
62,0
61,0
76,0
77,0
78,1
79,0
75,0
73,0
70,0
80,3
74,0
68,1
65,2
66,1
67,1
64,0
69,1
72,0
71,0
91,0
92,0
93,0
94,1
95,0
96,6
97,0
38,0
56,0
49,0
28,0
25,0
23,0
24,7
22,1
21,0
18,0
19,0
20,0
26,0
27,0
16,0
17,0
39,0
55,0
54,0
52,0
53,1
35,0
34,0
36,1
37,1
31,0
57,3
47,0
48,0
42,1
41,1
40,0
46,0
45,0
44,3
43,0
30,0
32,1
33,0
147,2
146,1
156,0
152,0
153,0
154,0
136,0
164,0
150,0
157,0
139,0
148,1
140,0
155,1
127,1
162,0
163,0
141,0
143,0
142,0
132,1
133,0
131,0
135,0
149,0
144,0
137,1
183,2
145,2
151,1
171,0
182,0
166,0
172,0
176,1
174,0
173,0
175,0
170,0
168,0
169,3
177,0
178,2
180,0
181,0
179,0
134,0
138,0
124,0
123,0
120,0
158,0
160,0
161,1
159,0
129,0
128,0
36,0
20,0
22,0
21,0
26,0
23,0
19,0
24,0
25,0
18,2
40,0
41,0
42,0
35,0
39,0
52,0
54,3
53,0
43,0
32,1
37,3
44,0
48,0
50,0
51,3
49,0
45,0
47,0
46,0
27,0
29,0
28,0
30,0
38,0
31,0
34,0
33,0
71,1
70,0
75,0
76,0
72,0
73,0
74,2
62,1
68,0
64,1
63,0
66,0
65,0
67,0
15,1
82,0
83,0
110,0
109,0
107,0
108,0
105,0
106,0
100,0
86,0
85,0
97,1
91,0
90,0
88,1
89,1
93,0
94,0
95,0
87,0
92,0
96,0
104,0
84,0
103,0
115,2
154,0
153,0
151,0
152,2
150,1
99,0
98,0
101,1
81,0
78,0
80,1
79,0
112,0
111,0
113,0
114,2
132,0
133,0
129,0
130,0
131,1
134,2
122,0
120,0
148,0
147,0
136,0
146,0
140,0
149,0
141,0
121,0
138,1
139,1
145,0
144,0
142,0
143,0
135,2
137,1
124,0
126,1
127,0
125,0
128,0
123,1
191,1
190,0
187,0
186,0
188,2
189,0
192,0
185,0
194,0
193,1
196,0
183,0
184,0
195,0
175,0
176,0
178,1
177,2
169,0
179,0
171,0
181,0
167,0
168,0
180,1
170,0
172,1
174,0
173,0
182,1
151,0
152,0
153,0
154,0
155,0
157,1
159,1
156,0
158,0
160,0
120,0
124,0
122,0
123,0
125,0
127,0
128,1
126,0
129,0
83,0
82,0
86,0
84,0
89,0
88,0
87,0
90,1
85,0
91,0
92,0
95,0
97,1
103,0
101,0
104,0
99,1
102,0
100,0
105,0
108,0
106,0
107,1
109,1
110,0
98,1
77,0
78,2
33,0
31,1
32,0
30,0
34,1
29,1
28,0
39,0
37,0
38,1
42,4
109,0
105,0
102,4
108,0
122,0
120,0
121,0
119,0
107,0
106,0
110,0
111,0
112,0
114,0
115,1
116,3
117,0
113,0
118,0
71,0
95,0
97,0
96,1
77,1
76,0
74,0
75,0
78,0
81,2
93,0
91,0
80,0
90,0
87,0
88,0
83,0
85,0
84,1
82,1
94,0
86,0
92,0
89,0
79,0
69,0
70,0
63,1
67,0
62,1
64,0
65,0
66,1
61,1
59,0
60,0
68,1
13,0
15,1
24,1
25,0
22,0
21,0
23,1
14,0
18,0
17,0
16,1
19,0
20,0
69,1
61,0
63,0
65,1
64,1
60,0
56,0
50,2
51,0
55,0
54,0
49,0
53,0
52,0
70,0
33,0
32,2
35,0
62,0
66,0
72,0
90,1
85,0
95,1
93,1
92,0
94,0
43,1
42,1
38,0
41,0
44,0
40,1
39,1
31,0
30,0
29,1
68,0
57,2
48,0
50,1
44,1
41,0
46,0
45,0
47,0
40,0
49,0
43,0
42,0
12,2
19,0
29,2
18,2
17,1
16,0
14,0
20,0
15,0
28,1
23,1
22,0
24,0
25,1
26,0
27,1
75,0
78,4
76,0
77,1
91,6
85,1
81,0
80,0
79,0
77,2
76,1
62,0
64,0
74,0
72,0
70,0
73,0
71,0
75,0
66,0
68,0
69,2
63,0
65,0
67,2
86,0
87,0
88,2
61,1
15,1
14,0
18,1
17,0
13,0
16,0
12,0
19,0
51,0
21,0
22,0
20,0
23,1
37,0
35,1
33,1
49,1
40,0
44,1
43,0
42,0
41,1
45,0
34,0
48,1
39,0
31,0
30,1
29,1
47,0
36,0
32,0
50,1
46,1
38,0
10,0
11,2
9,1
108,0
107,0
109,1
50,2
49,0
48,0
22,4
32,2
70,0
71,0
64,0
66,0
65,0
68,1
67,0
77,1
78,1
76,0
72,0
75,1
73,0
57,0
60,0
61,0
58,1
59,0
62,0
63,0
74,0
69,1
161,0
152,0
132,1
144,1
142,0
136,0
134,0
135,1
140,0
141,0
143,0
138,1
160,1
150,1
111,1
148,0
162,0
153,0
158,0
149,0
151,1
116,1
115,2
159,0
157,0
154,0
156,0
155,0
77,0
78,0
79,1
69,0
70,0
71,1
63,5
32,0
30,0
47,1
31,2
34,0
33,1
44,0
37,1
46,1
45,0
38,1
36,1
35,1
40,1
39,0
41,0
42,0
43,0
50,0
29,0
55,1
56,0
52,0
53,1
54,1
51,0
58,0
57,0
60,0
59,2
48,0
49,0
85,3
11,0
12,0
155,0
156,0
162,0
160,0
161,0
168,0
164,0
169,0
165,0
166,1
159,2
163,0
167,0
158,0
157,1
154,1
107,0
105,0
104,0
106,0
112,0
110,0
109,0
111,0
113,1
108,0
114,0
116,1
102,1
101,1
103,0
115,0
129,0
127,0
128,0
136,1
135,0
134,0
133,0
132,0
130,0
131,6
121,0
64,0
61,0
49,0
48,0
50,0
47,0
52,1
51,2
46,0
43,0
67,0
66,0
68,0
63,0
44,0
57,0
58,0
59,0
60,1
54,0
56,0
55,0
53,1
62,1
42,0
45,0
7,12
33,0
34,0
32,0
31,1
30,0
54,0
66,0
44,0
45,0
46,0
51,0
42,0
53,1
52,1
49,0
43,2
50,0
48,1
47,0
41,0
65,1
61,1
62,0
56,0
55,0
64,0
63,1
58,0
59,0
60,0
57,2
40,1
32,0
31,0
34,2
33,1
35,1
30,1
83,0
84,0
81,0
82,0
78,0
77,0
79,1
76,0
75,0
85,0
86,0
87,0
88,0
80,1
74,0
89,0
90,0
56,0
63,0
48,0
46,1
47,0
59,0
58,0
60,0
57,2
62,0
51,0
53,0
52,0
50,0
70,0
61,0
71,1
64,0
66,0
68,0
69,0
67,0
65,0
26,0
21,0
